"","number","title","classification","timestamp","geometry","distclean","distdirty"
"2769",59185,"Report 59185: Camper finds possible tracks on a sandbar along Henry's Fork River","Class B","2015-06-25T12:00:00Z",c(-111.8617, 43.86739),34.4951299985389,33.7770703491007
"2770",59343,"Report 59343: Father and son experience ""disappearing stump"" on Carmen Creek Road while scouting for deer during the day outside the city of Salmon","Class B","2014-10-15T12:00:00Z",c(-113.8186, 45.2704),21.3151864251758,34.310484859442
"2771",61107,"Report 61107: Archery hunter describes possible stalking incident outside the town of Headquarters","Class B","2021-11-08T12:00:00Z",c(-115.8545, 46.75905),21.3433539611866,38.6823551138306
"2772",63726,"Report 63726: Camper reports knocks and camp intrusion at Whitetail Campground in Farragut State Park near Athol","Class B","2008-05-15T12:00:00Z",c(-116.5499, 47.96905),46.3436338455726,27.9054336076775
"2773",64180,"Report 64180: Logger hears long roaring howls on the same property large tracks had been discovered.","Class B","2020-02-15T12:00:00Z",c(-116.8768, 48.22407),13.0466120778116,30.759875468033
"2774",65276,"Report 65276: Husband and wife hear vocals while making camp at dark, near Priest Lake.","Class B","2017-10-07T12:00:00Z",c(-116.8596, 48.73665),38.4663999701363,45.7339982066132
"2775",65369,"Report 65369: Family hears ""Ohio Howls"" in the historic Marble Creek drainage, 47 mi SE of Coeur d’Alene","Class B","2019-07-13T12:00:00Z",c(-116.0776, 47.19253),32.0396637488738,32.3008531291807
"2776",65779,"Report 65779: Hunter describes trailer shaking then scream/howl outside Council on boundary of Payette NF and Boise NF","Class B","2009-10-07T12:00:00Z",c(-116.2853, 44.45853),9.48696361903533,29.5039941099998
"2777",65924,"Report 65924: Camper hears Wood Knocks, Whoops and has a possible sighting on the St. Joe River","Class B","2020-08-08T12:00:00Z",c(-115.6292, 47.23444),20.6357978941838,31.1050002310497
"2778",67192,"Report 67192: Wood Knocks and Vocalizations are heard then something hits the side of a remote cabin","Class B","2020-10-15T12:00:00Z",c(-116.7369, 47.23455),42.5554667993726,44.961156429328
"2779",67401,"Report 67401: Hunter gets spooked by loud knocks 7 miles south of Bovill","Class B","2020-10-09T12:00:00Z",c(-116.4292, 46.75473),42.1709820324936,15.2192813883869
"2780",71799,"Report 71799: Local couple hear loud knocks from different directions in Coeur d' Alene Mountains, 5 miles north of Osburn","Class B","2021-11-01T12:00:00Z",c(-115.947, 47.5405),12.5804723385094,35.9679410243344
"2781",71863,"Report 71863: Elk hunters hear loud wood knocks from multiple directions in remote forest 40 miles east of Boise","Class B","2021-10-29T12:00:00Z",c(-115.3929, 43.71597),44.1876611260757,32.098444477683
"2782",2901,"Report 2901: Couple in car terrified by loud howl/scream near Carlinville.","Class B","1978-05-01T12:00:00Z",c(-89.952, 39.115),12.1887810813879,7.88575861791369
"2783",2992,"Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw.","Class B","2001-05-16T12:00:00Z",c(-91.3883, 40.3752),4.84793019029772,5.5357235263333
"2784",3018,"Report 3018: Late night screams heard near Rosiclare.","Class B","2001-08-16T12:00:00Z",c(-88.3461, 37.5),6.95069204036548,5.64729471959804
"2785",3300,"Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.","Class B","1975-12-06T12:00:00Z",c(-89.30435, 38.04813),9.05833510770053,9.47833103069311
"2786",5742,"Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.","Class B","2004-11-27T12:00:00Z",c(-89.1979, 37.1142),14.4802629016189,12.2844517354256
"2787",6820,"Report 6820: Tracks found on a creek bed near Chandlerville","Class B","2004-11-14T12:00:00Z",c(-90.1498, 40.04505),11.9118094109375,8.2842264021754
"2788",10879,"Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.","Class B","2000-05-06T12:00:00Z",c(-87.97622, 38.94564),30.5851168305109,8.71635553944422
"2789",11121,"Report 11121: Hikers find large footprint along Franklin Creek.","Class B","2003-06-14T12:00:00Z",c(-89.34285, 41.86395),29.7598020303395,1.77791660799938
"2790",11295,"Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.","Class B","1984-11-17T12:00:00Z",c(-88.53872, 42.075),7.77355476641156,9.2414759089877
"2791",12836,"Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin","Class B","2005-10-06T12:00:00Z",c(-89.585, 40.61),11.7504941500347,7.50895945188147
"2792",12919,"Report 12919: Youth has nighttime sighting along Rock River","Class B","1986-11-15T12:00:00Z",c(-90.1, 41.6),15.5273392843075,20.4989096905177
"2793",13070,"Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville","Class B","2005-11-18T12:00:00Z",c(-88.55, 37.63),9.5977668079611,22.8501140051861
"2794",14802,"Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest","Class B","2006-05-29T12:00:00Z",c(-88.50061, 37.61404),31.259257896113,6.38878299488253
"2795",15019,"Report 15019: Possible vocalizations heard near Yorkville","Class B","2006-06-21T12:00:00Z",c(-88.4375, 41.625),31.8024080085141,7.40720366737677
"2796",15393,"Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest","Class B","2006-07-28T12:00:00Z",c(-88.9319, 37.61095),18.0075666021953,9.09097553414923
"2797",15844,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park","Class B","2005-10-01T12:00:00Z",c(-87.7424, 40.1527),30.8541452725562,18.1185599654056
"2798",15895,"Report 15895: Possible vocalization heard in Marion, Illinois","Class B","1977-12-31T12:00:00Z",c(-88.9487, 37.72735),17.8894557634518,1.35878218361149
"2799",18059,"Report 18059: Possible footprints found five miles east of Vandalia.","Class B","1998-09-26T12:00:00Z",c(-89, 39),23.250945477765,0.724722581406159
"2800",18584,"Report 18584: Possible vocalization heard near Pyramid State Park.","Class B","2007-10-15T12:00:00Z",c(-89.4205, 38.0985),6.20287973847631,14.095307765707
"2801",23760,"Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.","Class B","1978-04-02T12:00:00Z",c(-89.45728, 37.78048),16.7154853612691,11.6709277474758
"2802",25704,"Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs","Class B","2007-09-22T12:00:00Z",c(-88.65912, 37.52127),29.6600258611704,8.22065965998471
"2803",25924,"Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.","Class B","2008-11-26T12:00:00Z",c(-88.7476, 37.228),29.5363614253686,28.6379785754861
"2804",26039,"Report 26039: Motorist has possible sighting near Barrington.","Class B","2008-05-13T12:00:00Z",c(-88.09506, 42.17577),30.9764752550464,12.70284957419
"2805",26874,"Report 26874: Possible footprints found near Mackinaw River","Class B","2009-09-24T12:00:00Z",c(-89.04518, 40.65639),5.94781509400721,12.6878392738283
"2806",27042,"Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.","Class B","2009-12-18T12:00:00Z",c(-89.80123, 38.90123),20.9019010801841,18.7174134520184
"2807",27146,"Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville","Class B","2010-01-05T12:00:00Z",c(-90.28404, 40.63267),25.0711709873013,11.305708698286
"2808",27387,"Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon","Class B","2010-02-28T12:00:00Z",c(-89.41539, 41.90703),13.7462578708898,9.64702909195365
"2809",27692,"Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park","Class B","2010-05-05T12:00:00Z",c(-89.73378, 40.82944),15.6199106932786,11.6044603180846
"2810",28370,"Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee","Class B","1978-08-01T12:00:00Z",c(-89.56981, 39.65749),16.3793513255013,7.8947475070581
"2811",28525,"Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery","Class B","2010-11-02T12:00:00Z",c(-87.76622, 41.63243),12.7581660133932,4.81951516703703
"2812",28569,"Report 28569: Wood knock and possible nighttime sighting east of Canton Lake","Class B","2008-12-27T12:00:00Z",c(-89.95824, 40.5634),7.47117272210996,15.7698419450418
"2813",28679,"Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos)","Class B","2011-01-04T12:00:00Z",c(-88.18031, 41.89011),21.070034370551,11.49100970795
"2814",28713,"Report 28713: Hikers find possible footprints by a cornfield north of Norris","Class B","2009-09-15T12:00:00Z",c(-89.99568, 40.63281),31.0203474767853,14.504938174446
"2815",29227,"Report 29227: Possible footprints found near Metropolis","Class B","2011-05-03T12:00:00Z",c(-88.7584, 37.2276),7.18041310232218,13.4101427572565
"2816",29241,"Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood","Class B","1999-10-09T12:00:00Z",c(-88.62624, 39.75616),9.24435781551104,7.6310000873542
"2817",29448,"Report 29448: Possible footprints found near Algonquin","Class B","2011-02-03T12:00:00Z",c(-88.2886, 42.1551),11.2699696299502,1.98112756025452
"2818",29495,"Report 29495: Possible footprint found on edge of Chatham","Class B","2011-06-15T12:00:00Z",c(-89.68079, 39.66676),13.4593302814702,24.0161645527278
"2819",29612,"Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.","Class B","2011-06-23T12:00:00Z",c(-89.66525, 39.6395),16.5732012385206,13.8406793306001
"2820",29836,"Report 29836: Family experiences strange occurences while fishing Kankakee River","Class B","2011-07-02T12:00:00Z",c(-88.01345, 41.207),13.8222432264991,15.697802553622
"2821",30510,"Report 30510: Possible footprint found near Peoria","Class B","2011-08-14T12:00:00Z",c(-89.599, 40.8365),12.9206325623013,13.3737847990014
"2822",30601,"Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery","Class B","2011-09-07T12:00:00Z",c(-87.76622, 41.63243),1.4291967545793,6.62445494597858
"2823",30645,"Report 30645: Motorists have possible late night sighting south of Otterville","Class B","1997-10-11T12:00:00Z",c(-90.4049, 39.02775),11.5344932763646,20.0401923945979
"2824",31062,"Report 31062: Possible footprint found near the Sugar Creek Covered Bridge","Class B","2011-06-16T12:00:00Z",c(-90, 40),19.2161078650178,8.77257450980042
"2825",31419,"Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley","Class B","2011-12-08T12:00:00Z",c(-89.53419, 38.9241),23.6667883542339,9.02299145350921
"2826",32196,"Report 32196: Memory told of family encounters near Granite City.","Class B","1972-09-04T12:00:00Z",c(-90.14547, 38.74784),13.9557914173471,4.40379349839431
"2827",32634,"Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery","Class B","2011-06-28T12:00:00Z",c(-89.6845, 39.62),3.38642483601806,3.96442665715989
"2828",33040,"Report 33040: Possible sighting by a deer hunter west of Rushville","Class B","2010-11-18T12:00:00Z",c(-90.6757, 40.1348),4.3911389069352,5.19997337300875
"2829",33264,"Report 33264: Photos taken of possible footprints found on rural property near Albany","Class B","2012-01-23T12:00:00Z",c(-90.22054, 41.73534),11.5474054988642,1.31172587654586
"2830",33426,"Report 33426: Possible footprints found northwest of Robinson","Class B","2007-01-06T12:00:00Z",c(-87.80624, 39.09109),11.874997894724,4.77814585688842
"2831",34919,"Report 34919: Motorist has a possible nighttime sighting west of Albion","Class B","2000-03-15T12:00:00Z",c(-88.07554, 38.3778),30.4352738832691,7.73066684430263
"2832",34980,"Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville","Class B","1985-07-06T12:00:00Z",c(-89.03049, 41.26155),29.9827182298503,3.04949655035056
"2833",35206,"Report 35206: Possible nighttime sighting by a homeowner near Bonnie","Class B","2010-10-02T12:00:00Z",c(-88.83003, 38.18881),6.77696555141016,8.5119281780922
"2834",35593,"Report 35593: Possible nighttime sighting by motorists along border of Orland Grove Forest Preserve","Class B","2012-05-29T12:00:00Z",c(-87.86476, 41.63039),24.9805138565182,2.91316328030202
"2835",36567,"Report 36567: Possible nighttime sighting while driving in Orient","Class B","2009-08-06T12:00:00Z",c(-88.98228, 37.92017),2.7353954853549,4.03097262274256
"2836",36702,"Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac","Class B","1977-10-22T12:00:00Z",c(-88.50196, 40.82546),17.495266985765,3.33350473993963
"2837",38032,"Report 38032: Bow hunter sees an animal resembling a gorilla near Marseilles.","Class B","2012-11-09T12:00:00Z",c(-88.66103, 41.29077),6.11408451019448,10.0988045594417
"2838",38765,"Report 38765: Recollection of possible encounters at a cemetery in the village of Cuba","Class B","1999-07-03T12:00:00Z",c(-90.19624, 40.48724),9.78807107601901,13.1850076074002
"2839",39084,"Report 39084: Semi truck driver on I-70 observes a large ape-like creature in a field near Marshall","Class B","2013-01-16T12:00:00Z",c(-87.7313, 39.40458),20.2426663961643,2.21043923246038
"2840",39098,"Report 39098: Possible sighting near University of Illinois Springfield soccer fields.","Class B","2012-10-04T12:00:00Z",c(-89.61281, 39.73333),13.6270939073964,13.3386104287141
"2841",39851,"Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve","Class B","2010-08-14T12:00:00Z",c(-87.75156, 41.53346),17.4995721999482,0.791719176981331
"2842",39852,"Report 39852: Memory told of a possible sighting while parked in a car near Granite City","Class B","1977-09-26T12:00:00Z",c(-90.14547, 38.74784),9.40473506636417,9.02910874508109
"2843",40120,"Report 40120: Possible vocalizations and rock throwing east of Makanda","Class B","2013-03-01T12:00:00Z",c(-89.15173, 37.61335),29.2214165562075,12.8025330318418
"2844",40474,"Report 40474: Hunter finds a possible footprint near Olive Branch","Class B","2011-08-02T12:00:00Z",c(-89.36896, 37.18404),28.959527973073,15.4051807998868
"2845",40475,"Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park","Class B","1965-10-02T12:00:00Z",c(-89.38184, 41.96925),14.7508794455144,8.59470605978471
"2846",40714,"Report 40714: Motorist has possible nighttime sighting near Blandinsville","Class B","2013-03-23T12:00:00Z",c(-90.7771, 40.55179),14.0299044405905,9.81053528122191
"2847",40841,"Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.","Class B","2011-07-16T12:00:00Z",c(-89.65926, 39.83627),5.93197609793735,6.98641274092076
"2848",40842,"Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.","Class B","1975-10-11T12:00:00Z",c(-89.48825, 37.68393),11.6007337297,2.46293534048297
"2849",40995,"Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.","Class B","2009-07-15T12:00:00Z",c(-90.78947, 40.45428),15.3601038004728,12.3710148386177
